3*, State-gov, *****, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K,
3*, Private, 2*****, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
2*, Private, *****, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Assoc-voc, 11, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2051, 50, United-States, <=50K,
5*, Local-gov, 1*****, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Local-gov, 1*****, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States, >50K,
4*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K,
5*, Self-emp-inc, 1*****, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K,
1*, Private, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K,
3*, Self-emp-inc, 1*****, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Self-emp-inc, *****, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 70, South, <=50K,
2*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Local-gov, 2*****, 9th, 5, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, 1*****, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Sales, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
3*, Private, *****, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-inc, 1*****, Bachelors, 13, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 24, United-States, <=50K,
3*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K,
5*, Private, *****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
6*, Private, 1*****, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 4064, 0, 60, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K,
2*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, ?, <=50K,
4*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K,
6*, ?, 1*****, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 5, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, 1*****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K,
2*, Local-gov, 1*****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Iran, <=50K,
3*, Private, 2*****, 10th, 6, Separated, Other-service, Unmarried, White, Female, 3418, 0, 35, United-States, <=50K,
6*, State-gov, *****, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K,
3*, Private, 1*****, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, ?, >50K,
3*, Private, 3*****, 10th, 6, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 52, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 9, United-States, <=50K,
3*, Private, *****, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K,
3*, State-gov, 1*****, Some-college, 10, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K,
1*, Private, 1*****, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 20, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K,
3*, Private, 1*****, 11th, 7, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Separated, Prof-specialty, Unmarried, Other, Female, 0, 0, 60, Puerto-Rico, <=50K,
4*, Private, *****, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, 3*****, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Federal-gov, 2*****, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K,
3*, Local-gov, 2*****, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, 2*****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1902, 60, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K,
5*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 45, United-States, >50K,
4*, Private, 1*****, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, <=50K,
5*, Private, 3*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K,
3*, Private, 3*****, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 99999, 0, 40, United-States, >50K,
2*, Self-emp-not-inc, 2*****, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 3*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K,
2*, Private, 3*****, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, ?, *****, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K,
6*, Private, 1*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 60, United-States, >50K,
2*, Self-emp-inc, 2*****, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 2580, 0, 40, United-States, <=50K,
4*, Private, *****, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 55, United-States, >50K,
5*, Self-emp-not-inc, 1*****, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Separated, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, Other, Male, 0, 0, 35, United-States, <=50K,
3*, Private, 1*****, Assoc-acdm, 12, Married-spouse-absent, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, ?, <=50K,
4*, Self-emp-inc, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K,
2*, Private, 2*****, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 37, Mexico, <=50K,
5*, Private, *****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K,
2*, Private, 3*****, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 60, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 42, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Widowed, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 3*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 55, United-States, >50K,
2*, Local-gov, 1*****, Some-college, 10, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, <=50K,
3*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
2*, Private, *****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K,
5*, Private, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, 9th, 5, Never-married, Adm-clerical, Unmarried, Black, Female, 114, 0, 20, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Divorced, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K,
5*, Self-emp-not-inc, 2*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K,
1*, Private, 1*****, Some-college, 10, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
3*, Local-gov, 2*****, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K,
5*, Local-gov, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2051, 40, United-States, <=50K,
5*, Private, 3*****, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, *****, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 43, United-States, <=50K,
4*, ?, 1*****, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K,
1*, ?, 1*****, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 10, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K,
3*, Self-emp-not-inc, *****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 60, United-States, >50K,
3*, Private, 3*****, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, *****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 45, United-States, >50K,
3*, Private, 3*****, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K,
4*, Self-emp-inc, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 30, Iran, >50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
5*, Local-gov, 1*****, Some-college, 10, Separated, Other-service, Unmarried, Black, Female, 0, 0, 28, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Self-emp-not-inc, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 39, United-States, <=50K,
5*, Private, 3*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 50, United-States, >50K,
5*, State-gov, 1*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K,
2*, Private, 2*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 12, United-States, <=50K,
2*, Private, 1*****, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K,
4*, Private, *****, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 25, United-States, >50K,
3*, Private, *****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
